"","occurenceId","sourceTaxonName","targetTaxonName","interactionTypeName","localityContinent","localityCountry","roostCat1"
"55","AlonsoMejÍa1991-a8","Micronycteris megalotis","","roost in","","","anthropogenic"
"56","AlonsoMejÍa1991-a9","Micronycteris megalotis","","roost in","","","anthropogenic"
"57","AlonsoMejÍa1991-b1","Carollia perspicillata","Anoura caudifer","co-roosts with","","","not specified"
"58","AlonsoMejÍa1991-b10","Micronycteris megalotis","Myotis nigricans","co-roosts with","","","not specified"
"59","AlonsoMejÍa1991-b11","Micronycteris megalotis","Natalus tumidirostr is","co-roosts with","","","not specified"
"60","AlonsoMejÍa1991-b12","Micronycteris megalotis","Peropteryx kappleri","co-roosts with","","","not specified"
"61","AlonsoMejÍa1991-b13","Micronycteris megalotis","Peropteryx macrotis","co-roosts with","","","not specified"
"62","AlonsoMejÍa1991-b14","Micronycteris megalotis","Phyllostomus hastatus","co-roosts with","","","not specified"
"63","AlonsoMejÍa1991-b15","Micronycteris megalotis","Pteronotus parnellii","co-roosts with","","","not specified"
"64","AlonsoMejÍa1991-b16","Micronycteris megalotis","Saccopteryx leptura","co-roosts with","","","not specified"
"65","AlonsoMejÍa1991-b17","Micronycteris megalotis","Trachops cirrhosus","co-roosts with","","","not specified"
"66","AlonsoMejÍa1991-b2","Micronycteris megalotis","Carollia perspicillata","co-roosts with","","","not specified"
"67","AlonsoMejÍa1991-b3","Micronycteris megalotis","Carollia subrufa","co-roosts with","","","not specified"
"68","AlonsoMejÍa1991-b4","Micronycteris megalotis","Chiroderma trinitatum","co-roosts with","","","not specified"
"69","AlonsoMejÍa1991-b5","Micronycteris megalotis","Desmodus rotundus","co-roosts with","","","not specified"
"70","AlonsoMejÍa1991-b6","Micronycteris megalotis","Diaemus youngi","co-roosts with","","","not specified"
"71","AlonsoMejÍa1991-b7","Micronycteris megalotis","Glossophaga longirostris","co-roosts with","","","not specified"
"72","AlonsoMejÍa1991-b8","Micronycteris megalotis","Glossophaga soricina","co-roosts with","","","not specified"
"73","AlonsoMejÍa1991-b9","Micronycteris megalotis","Micronycteris minuta","co-roosts with","","","not specified"
"74","Alvarez1963-a1","Micronycteris megalotis mexicana","","roost in","Central America","Mexico","anthropogenic"
"75","Alvarez1963-a10","Tadarida laticaudata","","roost in","Central America","Mexico","cave"
"76","Alvarez1963-a11","Desmodus rotundus","","roost in","Central America","Mexico","cave"
"77","Alvarez1963-a12","Leptonycteris nivalis nivalis","","roost in","Central America","Mexico","cave"
"78","Alvarez1963-a13","Artibeus jamaicensis","","roost in","Central America","Mexico","cave"
"79","Alvarez1963-a14","Myotis nigricans","","roost in","Central America","Mexico","cave"
"80","Alvarez1963-a15","Artibeus palmarum","","roost in","Central America","Mexico","cave"
"81","Alvarez1963-a16","Artibeus aztecus","","roost in","Central America","Mexico","cave"
"82","Alvarez1963-a17","Desmodus rotundus","","roost in","Central America","Mexico","tree"
"83","Alvarez1963-a18","Desmodus rotundus","","roost in","Central America","Mexico","cave"
"84","Alvarez1963-a19","Desmodus rotundus","","roost in","Central America","Mexico","cave"
"85","Alvarez1963-a2","Pteronotus rubiginosus mexicanus","","roost in","Central America","Mexico","cave"
"86","Alvarez1963-a20","Natalus  stramineus","","roost in","Central America","Mexico","cave"
"87","Alvarez1963-a21","Glossophaga soricina","","roost in","Central America","Mexico","cave"
"88","Alvarez1963-a22","Desmodus rotundus","","roost in","Central America","Mexico","cave"
"89","Alvarez1963-a23","Desmodus rotundus","","roost in","Central America","Mexico","cave"
"90","Alvarez1963-a24","Choeronycteris mexicana","","roost in","Central America","Mexico","cave"
"91","Alvarez1963-a25","Tadarida brasiliensis","","roost in","Central America","Mexico","cave"
"92","Alvarez1963-a26","Desmodus rotundus","","roost in","Central America","Mexico","cave"
"93","Alvarez1963-a27","Natalus  stramineus","","roost in","Central America","Mexico","cave"
"94","Alvarez1963-a28","Desmodus rotundus","","roost in","Central America","Mexico","cave"
"95","Alvarez1963-a29","Natalus  stramineus","","roost in","Central America","Mexico","cave"
"96","Alvarez1963-a3","Choeronycteris mexicana","","roost in","Central America","Mexico","cave"
"97","Alvarez1963-a30","Diphylla ecaudata","","roost in","Central America","Mexico","cave"
"98","Alvarez1963-a31","Desmodus rotundus","","roost in","Central America","Mexico","cave"
"99","Alvarez1963-a32","Desmodus rotundus","","roost in","Central America","Mexico","cave"
"100","Alvarez1963-a33","Natalus  stramineus saturatus","","roost in","Central America","Mexico","cave"
"101","Alvarez1963-a34","Natalus  stramineus saturatus","","roost in","Central America","Mexico","cave"
"102","Alvarez1963-a35","Desmodus rotundus","","roost in","Central America","Mexico","cave"
"103","Alvarez1963-a36","Desmodus rotundus","","roost in","Central America","Mexico","cave"
"104","Alvarez1963-a37","Natalus  stramineus saturatus","","roost in","Central America","Mexico","cave"
"105","Alvarez1963-a38","Myotis velifer incautus","","roost in","Central America","Mexico","anthropogenic"
"106","Alvarez1963-a39","Myotis nigricans dalquesti","","roost in","Central America","Mexico","cave"
"107","Alvarez1963-a4","Choeronycteris mexicana","","roost in","Central America","Mexico","anthropogenic"
"108","Alvarez1963-a40","Pipistrellus hesperus potosinus","","roost in","Central America","Mexico","rock shelter"
"109","Alvarez1963-a41","Lasiurus borealis","","roost in","Central America","Mexico","anthropogenic"
"110","Alvarez1963-a42","Tadarida laticaudata ferruginea","","roost in","Central America","Mexico","cave"
"111","Alvarez1963-a43","Molossus ater nigricans","cypress ","roost in","Central America","Mexico","tree"
"112","Alvarez1963-a44","Tadarida brasiliensis mexicana","","roost in","Central America","Mexico","cave"
"113","Alvarez1963-a45","Tadarida aurispinosa","","roost in","Central America","Mexico","cave"
"114","Alvarez1963-a5","Choeronycteris mexicana","","roost in","Central America","Mexico","anthropogenic"
"115","Alvarez1963-a6","Glossophaga soricina leachii","","roost in","Central America","Mexico","cave"
"116","Alvarez1963-a7","Glossophaga soricina leachii","","roost in","Central America","Mexico","cave"
"117","Alvarez1963-a8","Choeronycteris mexicana","","roost in","Central America","Mexico","cave"
"118","Alvarez1963-a9","Pteronotus rubiginosus mexicanus","","roost in","Central America","Mexico","cave"
"119","Alvarez1963-b1","Pteronotus rubiginosus mexicanus","Myotis nigricans","co-roosts with","Central America","Mexico","cave"
"120","Alvarez1963-b10","Natalus  stramineus","Glossophaga soricina","co-roosts with","Central America","Mexico","cave"
"121","Alvarez1963-b11","Desmodus rotundus","Choeronycteris mexicana","co-roosts with","Central America","Mexico","cave"
"122","Alvarez1963-b12","Desmodus rotundus","Tadarida brasiliensis","co-roosts with","Central America","Mexico","cave"
"123","Alvarez1963-b13","Choeronycteris mexicana","Tadarida brasiliensis","co-roosts with","Central America","Mexico","cave"
"124","Alvarez1963-b14","Desmodus rotundus","Natalus  stramineus","co-roosts with","Central America","Mexico","cave"
"125","Alvarez1963-b15","Desmodus rotundus","Natalus  stramineus","co-roosts with","Central America","Mexico","cave"
"126","Alvarez1963-b16","Diphylla ecaudata","Desmodus rotundus","co-roosts with","Central America","Mexico","cave"
"127","Alvarez1963-b17","Natalus  stramineus saturatus","Desmodus rotundus","co-roosts with","Central America","Mexico","cave"
"128","Alvarez1963-b18","Natalus  stramineus saturatus","Desmodus rotundus","co-roosts with","Central America","Mexico","cave"
"129","Alvarez1963-b19","Natalus  stramineus saturatus","Desmodus rotundus","co-roosts with","Central America","Mexico","cave"
"130","Alvarez1963-b2","Choeronycteris mexicana","Desmodus rotundus","co-roosts with","Central America","Mexico","cave"
"131","Alvarez1963-b20","Tadarida laticaudata ferruginea","Desmodus rotundus","co-roosts with","Central America","Mexico","cave"
"132","Alvarez1963-b3","Choeronycteris mexicana","Tadarida brasiliensis","co-roosts with","Central America","Mexico","cave"
"133","Alvarez1963-b4","Glossophaga soricina leachii","Desmodus rotundus","co-roosts with","Central America","Mexico","cave"
"134","Alvarez1963-b5","Glossophaga soricina leachii","Tadarida laticaudata","co-roosts with","Central America","Mexico","cave"
"135","Alvarez1963-b6","Desmodus rotundus","Tadarida laticaudata","co-roosts with","Central America","Mexico","cave"
"136","Alvarez1963-b7","Artibeus jamaicensis","Myotis nigricans","co-roosts with","Central America","Mexico","cave"
"137","Alvarez1963-b8","Desmodus rotundus","Glossophaga soricina","co-roosts with","Central America","Mexico","cave"
"138","Alvarez1963-b9","Desmodus rotundus","Natalus  stramineus","co-roosts with","Central America","Mexico","cave"
"139","AnciauxDeFaveaux1978-a1","Hipposideros ruber","","roost in","Africa","Congo","anthropogenic"
"140","AnciauxDeFaveaux1978-a10","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"141","AnciauxDeFaveaux1978-a100","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"142","AnciauxDeFaveaux1978-a101","Hipposideros commersoni","","roost in","Africa","Congo","cave"
"143","AnciauxDeFaveaux1978-a102","Hipposideros ruber","","roost in","Africa","Congo","cave"
"144","AnciauxDeFaveaux1978-a103","Hipposideros ruber","","roost in","Africa","Congo","cave"
"145","AnciauxDeFaveaux1978-a104","Hipposideros ruber","","roost in","Africa","Congo","cave"
"146","AnciauxDeFaveaux1978-a105","Hipposideros ruber","","roost in","Africa","Congo","cave"
"147","AnciauxDeFaveaux1978-a106","Hipposideros ruber","","roost in","Africa","Congo","cave"
"148","AnciauxDeFaveaux1978-a107","Hipposideros ruber","","roost in","Africa","Congo","cave"
"149","AnciauxDeFaveaux1978-a108","Hipposideros ruber","","roost in","Africa","Congo","cave"
"150","AnciauxDeFaveaux1978-a109","Hipposideros ruber","","roost in","Africa","Congo","cave"
"151","AnciauxDeFaveaux1978-a11","Taphozous perforatus","","roost in","Africa","Congo","cave"
"152","AnciauxDeFaveaux1978-a110","Hipposideros ruber","","roost in","Africa","Congo","cave"
"153","AnciauxDeFaveaux1978-a111","Hipposideros ruber","","roost in","Africa","Congo","cave"
"154","AnciauxDeFaveaux1978-a112","Hipposideros ruber","","roost in","Africa","Congo","cave"
"155","AnciauxDeFaveaux1978-a113","Hipposideros ruber","","roost in","Africa","Congo","cave"
"156","AnciauxDeFaveaux1978-a114","Hipposideros ruber","","roost in","Africa","Congo","cave"
"157","AnciauxDeFaveaux1978-a115","Hipposideros ruber","","roost in","Africa","Congo","anthropogenic"
"158","AnciauxDeFaveaux1978-a116","Cloeotis percivali","","roost in","Africa","Congo","cave"
"159","AnciauxDeFaveaux1978-a117","Cloeotis percivali","","roost in","Africa","Congo","cave"
"160","AnciauxDeFaveaux1978-a118","Hipposideros ruber ruber","","roost in","Africa","Congo","cave"
"161","AnciauxDeFaveaux1978-a119","Myotis tricolor","","roost in","Africa","Congo","cave"
"162","AnciauxDeFaveaux1978-a12","Taphozous perforatus","","roost in","Africa","Congo","cave"
"163","AnciauxDeFaveaux1978-a120","Rhinolophus hildebrandti","","roost in","Africa","Congo","cave"
"164","AnciauxDeFaveaux1978-a121","Cloeotis percivali","","roost in","Africa","Congo","cave"
"165","AnciauxDeFaveaux1978-a122","Cloeotis percivali","","roost in","Africa","Congo","cave"
"166","AnciauxDeFaveaux1978-a123","Cloeotis percivali","","roost in","Africa","Congo","cave"
"167","AnciauxDeFaveaux1978-a124","Miniopteres","","roost in","Africa","Congo","cave"
"168","AnciauxDeFaveaux1978-a125","Hipposideros ruber","","roost in","Africa","Congo","cave"
"169","AnciauxDeFaveaux1978-a126","Minioptera","","roost in","Africa","Congo","cave"
"170","AnciauxDeFaveaux1978-a127","Myotis tricolor","","roost in","Africa","Congo","cave"
"171","AnciauxDeFaveaux1978-a128","Myotis tricolor","","roost in","Africa","Congo","cave"
"172","AnciauxDeFaveaux1978-a129","Myotis tricolor","","roost in","Africa","Congo","cave"
"173","AnciauxDeFaveaux1978-a13","Nycteris thebaica","","roost in","Africa","Congo","cave"
"174","AnciauxDeFaveaux1978-a130","Myotis tricolor","","roost in","Africa","Congo","cave"
"175","AnciauxDeFaveaux1978-a131","Miniopterus","","roost in","Africa","Congo","cave"
"176","AnciauxDeFaveaux1978-a132","Miniopterus","","roost in","Africa","Congo","cave"
"177","AnciauxDeFaveaux1978-a133","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"178","AnciauxDeFaveaux1978-a134","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"179","AnciauxDeFaveaux1978-a135","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"180","AnciauxDeFaveaux1978-a136","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"181","AnciauxDeFaveaux1978-a137","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"182","AnciauxDeFaveaux1978-a138","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"183","AnciauxDeFaveaux1978-a139","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"184","AnciauxDeFaveaux1978-a14","Miniopterus schreibersi ","","roost in","Africa","Congo","cave"
"185","AnciauxDeFaveaux1978-a140","Miniopterus schreibersi","","roost in","Africa","Congo","rock shelter"
"186","AnciauxDeFaveaux1978-a141","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"187","AnciauxDeFaveaux1978-a142","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"188","AnciauxDeFaveaux1978-a143","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"189","AnciauxDeFaveaux1978-a144","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"190","AnciauxDeFaveaux1978-a145","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"191","AnciauxDeFaveaux1978-a146","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"192","AnciauxDeFaveaux1978-a147","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"193","AnciauxDeFaveaux1978-a148","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"194","AnciauxDeFaveaux1978-a149","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"195","AnciauxDeFaveaux1978-a15","Rhinolophus swinnyi","","roost in","Africa","Congo","cave"
"196","AnciauxDeFaveaux1978-a150","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"197","AnciauxDeFaveaux1978-a151","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"198","AnciauxDeFaveaux1978-a152","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"199","AnciauxDeFaveaux1978-a153","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"200","AnciauxDeFaveaux1978-a154","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"201","AnciauxDeFaveaux1978-a155","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"202","AnciauxDeFaveaux1978-a156","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"203","AnciauxDeFaveaux1978-a157","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"204","AnciauxDeFaveaux1978-a158","Miniopterus schreibersi","","roost in","Africa","Congo","anthropogenic"
"205","AnciauxDeFaveaux1978-a159","Miniopterus schreibersi","","roost in","Africa","Congo","anthropogenic"
"206","AnciauxDeFaveaux1978-a16","Nycteris thebaica","","roost in","Africa","Congo","cave"
"207","AnciauxDeFaveaux1978-a160","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"208","AnciauxDeFaveaux1978-a161","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"209","AnciauxDeFaveaux1978-a162","Miniopterus schreibersi","","roost in","Africa","Congo","anthropogenic"
"210","AnciauxDeFaveaux1978-a163","Miniopterus inflatus","","roost in","Africa","Congo","cave"
"211","AnciauxDeFaveaux1978-a164","Miniopterus schreibersi","","roost in","Africa","Congo","cave"
"212","AnciauxDeFaveaux1978-a165","Miniopterus inflatus","","roost in","Africa","Congo","cave"
"213","AnciauxDeFaveaux1978-a166","Miniopterus inflatus","","roost in","Africa","Congo","cave"
"214","AnciauxDeFaveaux1978-a167","Tadarida ansorgei","","roost in","Africa","Congo","anthropogenic"
"215","AnciauxDeFaveaux1978-a168","Tadarida ansorgei","","roost in","Africa","Congo","anthropogenic"
"216","AnciauxDeFaveaux1978-a169","Tadarida ansorgei","","roost in","Africa","Congo","anthropogenic"
"217","AnciauxDeFaveaux1978-a17","Rhinolophus simulator","","roost in","Africa","Congo","cave"
"218","AnciauxDeFaveaux1978-a170","Tadarida ansorgei","","roost in","Africa","Congo","anthropogenic"
"219","AnciauxDeFaveaux1978-a18","Rhinolophus swinnyi","","roost in","Africa","Congo","cave"
"220","AnciauxDeFaveaux1978-a19","Nycteris thebaica","","roost in","Africa","Congo","cave"
"221","AnciauxDeFaveaux1978-a2","Miniopterus schreibersi","","roost in","Africa","Congo","anthropogenic"
"222","AnciauxDeFaveaux1978-a20","Nycteris thebaica","","roost in","Africa","Congo","anthropogenic"
"223","AnciauxDeFaveaux1978-a21","Nycteris thebaica","","roost in","Africa","Congo","anthropogenic"
"224","AnciauxDeFaveaux1978-a22","Nycteris thebaica","","roost in","Africa","Congo","nest"
"225","AnciauxDeFaveaux1978-a23","Nycteris thebaica","","roost in","Africa","Congo","anthropogenic"
"226","AnciauxDeFaveaux1978-a24","Nycteris thebaica","","roost in","Africa","Congo","anthropogenic"
"227","AnciauxDeFaveaux1978-a25","Nycteris macrotis","","roost in","Africa","Congo","anthropogenic"
"228","AnciauxDeFaveaux1978-a26","Nycteris macrotis","","roost in","Africa","Congo","cave"
"229","AnciauxDeFaveaux1978-a27","Rhinolophus hildebrandti","","roost in","Africa","Congo","cave"
"230","AnciauxDeFaveaux1978-a28","Nycteris macrotis","","roost in","Africa","Congo","anthropogenic"
"231","AnciauxDeFaveaux1978-a29","Nycteris macrotis","","roost in","Africa","Congo","anthropogenic"
"232","AnciauxDeFaveaux1978-a3","Hipposideros ruber","","roost in","Africa","Congo","anthropogenic"
"233","AnciauxDeFaveaux1978-a30","Nycteris macrotis","","roost in","Africa","Congo","nest"
"234","AnciauxDeFaveaux1978-a31","Rhinolophus landeri","","roost in","Africa","Congo","cave"
"235","AnciauxDeFaveaux1978-a32","Rhinolophus landeri","","roost in","Africa","Congo","cave"
"236","AnciauxDeFaveaux1978-a33","Rhinolophus landeri","","roost in","Africa","Congo","cave"
"237","AnciauxDeFaveaux1978-a34","Rhinolophus landeri","","roost in","Africa","Congo","cave"
"238","AnciauxDeFaveaux1978-a35","Rhinolophus landeri","","roost in","Africa","Congo","cave"
"239","AnciauxDeFaveaux1978-a36","Rhinolophus landeri","","roost in","Africa","Congo","anthropogenic"
"240","AnciauxDeFaveaux1978-a37","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"241","AnciauxDeFaveaux1978-a38","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"242","AnciauxDeFaveaux1978-a39","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"243","AnciauxDeFaveaux1978-a4","Miniopterus schreibersi","","roost in","Africa","Congo","anthropogenic"
"244","AnciauxDeFaveaux1978-a40","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"245","AnciauxDeFaveaux1978-a41","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"246","AnciauxDeFaveaux1978-a42","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"247","AnciauxDeFaveaux1978-a43","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"248","AnciauxDeFaveaux1978-a44","Rhinolophus hildebrandti ","","roost in","Africa","Congo","rock shelter"
"249","AnciauxDeFaveaux1978-a45","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"250","AnciauxDeFaveaux1978-a46","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"251","AnciauxDeFaveaux1978-a47","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"252","AnciauxDeFaveaux1978-a48","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"253","AnciauxDeFaveaux1978-a49","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"254","AnciauxDeFaveaux1978-a5","Rousettus aegyptiacus","","roost in","Africa","Congo","cave"
"255","AnciauxDeFaveaux1978-a50","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"256","AnciauxDeFaveaux1978-a51","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"257","AnciauxDeFaveaux1978-a52","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"258","AnciauxDeFaveaux1978-a53","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"259","AnciauxDeFaveaux1978-a54","Rhinolophus hildebrandti ","","roost in","Africa","Congo","anthropogenic"
"260","AnciauxDeFaveaux1978-a55","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"261","AnciauxDeFaveaux1978-a56","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"262","AnciauxDeFaveaux1978-a57","Rhinolophus clivoslis","","roost in","Africa","Congo","cave"
"263","AnciauxDeFaveaux1978-a58","Rhinolophus swinnyi","","roost in","Africa","Congo","cave"
"264","AnciauxDeFaveaux1978-a59","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"265","AnciauxDeFaveaux1978-a6","Rousettus aegyptiacus","","roost in","Africa","Congo","cave"
"266","AnciauxDeFaveaux1978-a60","Minioptera","","roost in","Africa","Congo","cave"
"267","AnciauxDeFaveaux1978-a61","Rhinolophus hildebrandti ","","roost in","Africa","Congo","cave"
"268","AnciauxDeFaveaux1978-a62","Rhinolophus blasii empusa","","roost in","Africa","Congo","cave"
"269","AnciauxDeFaveaux1978-a63","Hipposideros ruber","","roost in","Africa","Congo","cave"
"270","AnciauxDeFaveaux1978-a64","Rhinolophus clivosus","","roost in","Africa","Congo","cave"
"271","AnciauxDeFaveaux1978-a65","Rhinolophus clivosus","","roost in","Africa","Congo","cave"
"272","AnciauxDeFaveaux1978-a66","Rhinolophus clivosus","","roost in","Africa","Congo","rock shelter"
"273","AnciauxDeFaveaux1978-a67","Rhinolophus clivosus","","roost in","Africa","Congo","cave"
"274","AnciauxDeFaveaux1978-a68","Rhinolophus simulator","","roost in","Africa","Congo","cave"
"275","AnciauxDeFaveaux1978-a69","Rhinolophus simulator","","roost in","Africa","Congo","cave"
"276","AnciauxDeFaveaux1978-a7","Rousettus aegyptiacus","","roost in","Africa","Congo","cave"
"277","AnciauxDeFaveaux1978-a70","Rhinolophus simulator","","roost in","Africa","Congo","cave"
"278","AnciauxDeFaveaux1978-a71","Rhinolophus simulator","","roost in","Africa","Congo","cave"
"279","AnciauxDeFaveaux1978-a72","Rhinolophus simulator","","roost in","Africa","Congo","cave"
"280","AnciauxDeFaveaux1978-a73","Rhinolophus simulator","","roost in","Africa","Congo","cave"
"281","AnciauxDeFaveaux1978-a74","Rhinolophus simulator","","roost in","Africa","Congo","cave"
"282","AnciauxDeFaveaux1978-a75","Rhinolophus simulator","","roost in","Africa","Congo","cave"
"283","AnciauxDeFaveaux1978-a76","Rhinolophus fumigatus","","roost in","Africa","Congo","cave"
"284","AnciauxDeFaveaux1978-a77","Hipposideros ruber","","roost in","Africa","Congo","cave"
"285","AnciauxDeFaveaux1978-a78","Rhinolophus hildebrandti","","roost in","Africa","Congo","cave"
"286","AnciauxDeFaveaux1978-a79","Rhinolophus fumigatus","","roost in","Africa","Congo","anthropogenic"
"287","AnciauxDeFaveaux1978-a8","Rousettus aegyptiacus","","roost in","Africa","Congo","cave"
"288","AnciauxDeFaveaux1978-a80","Rhinolophus landeri","","roost in","Africa","Congo","anthropogenic"
"289","AnciauxDeFaveaux1978-a81","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"290","AnciauxDeFaveaux1978-a82","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"291","AnciauxDeFaveaux1978-a83","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"292","AnciauxDeFaveaux1978-a84","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"293","AnciauxDeFaveaux1978-a85","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"294","AnciauxDeFaveaux1978-a86","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"295","AnciauxDeFaveaux1978-a87","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"296","AnciauxDeFaveaux1978-a88","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"297","AnciauxDeFaveaux1978-a89","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"298","AnciauxDeFaveaux1978-a9","Lissonycteris angolensis","","roost in","Africa","Congo","cave"
"299","AnciauxDeFaveaux1978-a90","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"300","AnciauxDeFaveaux1978-a91","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"301","AnciauxDeFaveaux1978-a92","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"302","AnciauxDeFaveaux1978-a93","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"303","AnciauxDeFaveaux1978-a94","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"304","AnciauxDeFaveaux1978-a95","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"305","AnciauxDeFaveaux1978-a96","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"306","AnciauxDeFaveaux1978-a97","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"307","AnciauxDeFaveaux1978-a98","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"308","AnciauxDeFaveaux1978-a99","Rhinolophus swinnyi ","","roost in","Africa","Congo","cave"
"309","AnciauxDeFaveaux1978-anthro","Rousettus aegyptiacus ","Homo sapien","disturbed by","Africa","Zaire",""
"310","AnciauxDeFaveaux1978-b1","Lissonycteris angolensis","Miniopterus schreibersi","co-roosts with","Africa","Congo",""
"311","AnciauxDeFaveaux1978-b10","Rhinolophus clivosus","Rhinolophidae","co-roosts with","Africa","Congo","cave"
"312","AnciauxDeFaveaux1978-b11","Rhinolophus simulator","Rhinolophus hildebrandti","co-roosts with","Africa","Congo","cave"
"313","AnciauxDeFaveaux1978-b12","Rhinolophus simulator","Rhinolophus swinnyi","co-roosts with","Africa","Congo","cave"
"314","AnciauxDeFaveaux1978-b13","Rhinolophus simulator","Hipposideridae","co-roosts with","Africa","Congo","cave"
"315","AnciauxDeFaveaux1978-b14","Rhinolophus simulator","Minioptera","co-roosts with","Africa","Congo","cave"
"316","AnciauxDeFaveaux1978-b15","Rhinolophus fumigatus","Hipposideros ruber","co-roosts with","Africa","Congo","cave"
"317","AnciauxDeFaveaux1978-b16","Rhinolophus fumigatus","Rhinolophus hildebrandti","co-roosts with","Africa","Congo","cave"
"318","AnciauxDeFaveaux1978-b17","Hipposideros ruber","Rhinolophus hildebrandti","co-roosts with","Africa","Congo","cave"
"319","AnciauxDeFaveaux1978-b18","Rhinolophus fumigatus","Rhinolophus landeri","co-roosts with","Africa","Congo","cave"
"320","AnciauxDeFaveaux1978-b19","Cloeotis percivali","Hipposideros ruber ruber","co-roosts with","Africa","Congo","cave"
"321","AnciauxDeFaveaux1978-b2","Nycteris macrotis","Rhinolophus hildebrandti","co-roosts with","Africa","Congo","cave"
"322","AnciauxDeFaveaux1978-b20","Cloeotis percivali","Myotis tricolor","co-roosts with","Africa","Congo","cave"
"323","AnciauxDeFaveaux1978-b21","Cloeotis percivali","Rhinolophus hildebrandti","co-roosts with","Africa","Congo","cave"
"324","AnciauxDeFaveaux1978-b22","Cloeotis percivali","Miniopteres","co-roosts with","Africa","Congo","cave"
"325","AnciauxDeFaveaux1978-b23","Cloeotis percivali","Hipposideros ruber","co-roosts with","Africa","Congo","cave"
"326","AnciauxDeFaveaux1978-b24","Cloeotis percivali","Minioptera","co-roosts with","Africa","Congo","cave"
"327","AnciauxDeFaveaux1978-b25","Miniopterus inflatus","Miniopterus schreibersi","co-roosts with","Africa","Congo","cave"
