"","occurenceId","sourceTaxonName","targetTaxonName","interactionTypeName","localityContinent","localityCountry","roostCat1"
"4876","Entwistle1997-a3","Plecotus auritus","","roost in","","","anthropogenic"
"4877","Entwistle1997-a4","Plecotus auritus","","roost in","","","agricultural ecosystem"
"4878","Entwistle1997-a5","Plecotus auritus","","roost in","","","anthropogenic"
"4879","Entwistle1997-a6","Plecotus auritus","","roost in","","","tree"
"4880","Entwistle1997-a7","Plecotus auritus","","roost in","#N/A","Scotland","anthropogenic"
"4881","Entwistle1997-a8","Plecotus auritus","","roost in","#N/A","Scotland","anthropogenic"
"4882","Entwistle1997-a9","Plecotus auritus","","roost in","#N/A","Scotland","anthropogenic"
"4883","Entwistle1997-o1","Plecotus auritus","moths","preys on","","",""
"4884","EvansLumsden2011-a1","Chalinolobus gouldii","","roost in","Oceania","Australia","anthropogenic"
"4885","EvansLumsden2011-a10","Chalinolobus gouldii","","roost in","","","tree"
"4886","EvansLumsden2011-a11","Chalinolobus gouldii","","roost in","Oceania","Australia","anthropogenic"
"4887","EvansLumsden2011-a12","Chalinolobus gouldii","","roost in","Oceania","Australia","anthropogenic"
"4888","EvansLumsden2011-a2","Chalinolobus gouldii","","roost in","Oceania","Australia","anthropogenic"
"4889","EvansLumsden2011-a3","Chalinolobus gouldii","Eucalyptus camaldulensis","roost in","Oceania","Australia","tree"
"4890","EvansLumsden2011-a4","Chalinolobus gouldii","Eucalyptus camaldulensis","roost in","Oceania","Australia","tree"
"4891","EvansLumsden2011-a5","Chalinolobus gouldii","Eucalyptus camaldulensis","roost in","Oceania","Australia","tree"
"4892","EvansLumsden2011-a6","Chalinolobus gouldii","Eucalyptus camaldulensis","roost in","Oceania","Australia","tree"
"4893","EvansLumsden2011-a7","Chalinolobus gouldii","Eucalyptus camaldulensis","roost in","Oceania","Australia","tree"
"4894","EvansLumsden2011-a8","Chalinolobus gouldii","Eucalyptus camaldulensis","roost in","Oceania","Australia","tree"
"4895","EvansLumsden2011-a9","Chalinolobus gouldii","","roost in","","","tree"
"4896","EvansLumsden2011-b1","Chalinolobus gouldii","Tadarida australis","co-roosts with","Oceania","Australia",""
"4897","EvansLumsden2011-p1","Chalinolobus gouldii","Argas dewae","parasitized by","Oceania","Australia",""
"4898","EvansLumsden2011-p2","Chalinolobus gouldii","Basilia troughtoni","parasitized by","Oceania","Australia",""
"4899","EvansLumsden2011-p3","Chalinolobus gouldii","Spinturnix novaehollandiae","parasitized by","Oceania","Australia",""
"4900","Fenton1969-a1","Myotis lucifugus","","roost in","North America","Canada","cave"
"4901","Fenton1969-a10","Myotis lucifugus","","roost in","North America","Canada","cave"
"4902","Fenton1969-a11","Myotis lucifugus","","roost in","North America","Canada","anthropogenic"
"4903","Fenton1969-a12","Myotis lucifugus","","roost in","North America","Canada","anthropogenic"
"4904","Fenton1969-a13","Myotis lucifugus","","roost in","North America","Canada","anthropogenic"
"4905","Fenton1969-a14","Myotis lucifugus","","roost in","North America","Canada","anthropogenic"
"4906","Fenton1969-a15","Myotis lucifugus","","roost in","North America","Canada","anthropogenic"
"4907","Fenton1969-a16","Myotis lucifugus","","roost in","North America","Canada","anthropogenic"
"4908","Fenton1969-a17","Myotis lucifugus","","roost in","North America","United States","cave"
"4909","Fenton1969-a18","Myotis lucifugus","","roost in","North America","United States","cave"
"4910","Fenton1969-a19","Myotis lucifugus","","roost in","North America","United States","cave"
"4911","Fenton1969-a2","Myotis lucifugus","","roost in","","","anthropogenic"
"4912","Fenton1969-a20","Myotis lucifugus","","roost in","North America","United States","cave"
"4913","Fenton1969-a3","Myotis lucifugus","","roost in","","","anthropogenic"
"4914","Fenton1969-a4","Myotis lucifugus","","roost in","","","tree"
"4915","Fenton1969-a5","Myotis lucifugus","","roost in","North America","Canada","anthropogenic"
"4916","Fenton1969-a6","Myotis lucifugus","","roost in","North America","Canada","anthropogenic"
"4917","Fenton1969-a7","Myotis lucifugus","","roost in","North America","Canada","cave"
"4918","Fenton1969-a8","Myotis lucifugus","","roost in","North America","Canada","cave"
"4919","Fenton1969-a9","Myotis lucifugus","","roost in","North America","Canada","cave"
"4920","Fenton1983-a1","Scotophilus leucogaster","Colophospermum mopane","roost in","","","tree"
"4921","Fenton1983-a2","Scotophilus leucogaster","Colophospermum mopane","roost in","","","tree"
"4922","Fenton1983-a3","Scotophilus leucogaster","","roost in","","","tree"
"4923","Fenton1983-a4","Scotophilus leucogaster","","roost in","","","tree"
"4924","Fenton1983-o1","Scotophilus leucogaster","Bat Hawks","preyed upon by","","",""
"4925","Fenton1997-a1","Glauconycteris variegatus","","roost in","","","agricultural environmental material"
"4926","Fenton1997-a10","Rhinolophus hipposideros","","roost in","","","anthropogenic"
"4927","Fenton1997-a2","Glauconycteris variegatus","","roost in","","","foliage"
"4928","Fenton1997-a3","Nycteris grandis","","roost in","","","cave"
"4929","Fenton1997-a4","Nycteris grandis","","roost in","","","tree"
"4930","Fenton1997-a5","Nycteris grandis","","roost in","","","anthropogenic"
"4931","Fenton1997-a6","Eptesicus fuscus","","roost in","","","anthropogenic"
"4932","Fenton1997-a7","Eptesicus fuscus","","roost in","","","tree"
"4933","Fenton1997-a8","Thyroptera tricolor","Helkonia","roost in","","","foliage"
"4934","Fenton1997-a9","Rhinolophus ferrumequinum","","roost in","","","anthropogenic"
"4935","Fenton1997-anthro1","Tadarida brasiliensis","Homo sapien","is killed by","","",""
"4936","Fenton1997-anthro2","Tadarida brasiliensis","Homo sapien","is killed by","","",""
"4937","Fenton1997-b1","Myotis daubentoni","Plecotus auritus","co-roosts with","","",""
"4938","Fenton1997-b2","Myotis blythii","Myotis myotis","co-roosts with","","",""
"4939","Fenton1997-o1","Leptonycteris curasoae","cactus","eats","Central America","Mexico",""
"4940","Fenton1997-o2","Lasiurus cinereus","moths","eats","North America","Canada",""
"4941","FentonBarclay1980-a1","Myotis lucifugus","","roost in","","","anthropogenic"
"4942","FentonBarclay1980-a10","Myotis lucifugus","","roost in","","","tree"
"4943","FentonBarclay1980-a11","Myotis lucifugus","","roost in","","","anthropogenic"
"4944","FentonBarclay1980-a12","Myotis lucifugus","","roost in","","","rock shelter"
"4945","FentonBarclay1980-a13","Myotis lucifugus","","roost in","","","cave"
"4946","FentonBarclay1980-a14","Myotis lucifugus","","roost in","","","anthropogenic"
"4947","FentonBarclay1980-a15","Myotis lucifugus","","roost in","","","tree"
"4948","FentonBarclay1980-a16","Myotis lucifugus","","roost in","North America","Canada","anthropogenic"
"4949","FentonBarclay1980-a17","Myotis lucifugus","","roost in","North America","Canada","cave"
"4950","FentonBarclay1980-a2","Myotis lucifugus","","roost in","","","tree"
"4951","FentonBarclay1980-a3","Myotis lucifugus","","roost in","","","rock shelter"
"4952","FentonBarclay1980-a4","Myotis lucifugus","","roost in","","","tree"
"4953","FentonBarclay1980-a5","Myotis lucifugus","","roost in","","","cave"
"4954","FentonBarclay1980-a6","Myotis lucifugus","","roost in","","","anthropogenic"
"4955","FentonBarclay1980-a7","Myotis lucifugus","","roost in","","","tree"
"4956","FentonBarclay1980-a8","Myotis lucifugus","","roost in","North America","Canada","anthropogenic"
"4957","FentonBarclay1980-a9","Myotis lucifugus","","roost in","","","anthropogenic"
"4958","FentonBarclay1980-anthro1","Myotis lucifugus","Homo sapien","disturbed by","","",""
"4959","FentonBarclay1980-anthro2","Myotis lucifugus","Homo sapien","is killed by","","",""
"4960","FentonBarclay1980-anthro3","Myotis lucifugus","Homo sapien","is killed by","","",""
"4961","FentonBarclay1980-anthro4","Myotis lucifugus","Homo sapien","is killed by","","",""
"4962","FentonBarclay1980-anthro5","Myotis lucifugus","Homo sapien","is killed by","","",""
"4963","FentonBarclay1980-o1","Myotis lucifugus","chironomids","preys on","North America","Canada",""
"4964","FentonBarclay1980-o2","Myotis lucifugus","chironomids","preys on","#N/A","Unted States",""
"4965","FentonBarclay1980-o3","Myotis lucifugus","chironomids","preys on","North America","Canada",""
"4966","FentonBarclay1980-o4","Myotis lucifugus","Felis catus","preyed upon by","","",""
"4967","FentonBarclay1980-o5","Myotis lucifugus","burrdocks","is killed by","","",""
"4968","FentonBarclay1980-o6","Myotis lucifugus","Peromyscus","preyed upon by","","",""
"4969","FentonBarclay1980-p1","Myotis lucifugus","cestodes","parasitized by","","",""
"4970","FentonBarclay1980-p2","Myotis lucifugus","helminths","parasitized by","","",""
"4971","FentonBarclay1980-p3","Myotis lucifugus","fleas","parasitized by","","",""
"4972","FentonBarclay1980-p4","Myotis lucifugus","bed bugs","parasitized by","","",""
"4973","FentonBarclay1980-p5","Myotis lucifugus","mites","parasitized by","","",""
"4974","FentonBarclay1980-p6","Myotis lucifugus","rabies","parasitized by","","",""
"4975","FentonEtal1985-a1","Epomophorus wahlbergi","","roost in","","","tree"
"4976","FentonEtal1985-a10","Artibeus jamaicensis","","roost in","","","foliage"
"4977","FentonEtal1985-a11","Eidolon helvum","","roost in","","","rock shelter"
"4978","FentonEtal1985-a12","Pteropus  ","","roost in","Oceania","Australia","rock shelter"
"4979","FentonEtal1985-a2","Scotophilus viridis","","roost in","","","tree"
"4980","FentonEtal1985-a3","Scotophilus viridis","Colophospermum mopane","roost in","Africa","South Africa","tree"
"4981","FentonEtal1985-a4","Scotophilus viridis","Colophospermum mopane","roost in","Africa","South Africa","tree"
"4982","FentonEtal1985-a5","Scotophilus leucogaster","Colophospermum mopane","roost in","Africa","Zimbabwe","tree"
"4983","FentonEtal1985-a6","Epomophorus wahlbergi","Ficus sycomorus","roost in","Africa","South Africa","tree"
"4984","FentonEtal1985-a7","Epomophorus wahlbergi","","roost in","Africa","South Africa","cave"
"4985","FentonEtal1985-a8","Epomophorus wahlbergi","Ficus sycomorus","roost in","Africa","South Africa","tree"
"4986","FentonEtal1985-a9","Artibeus jamaicensis","","roost in","","","tree"
"4987","FentonEtal1985-o1","Scotophilus viridis","Scarabs","eats","","",""
"4988","FentonEtal1985-o2","Scotophilus viridis","Weevils","eats","","",""
"4989","FentonEtal1985-o3","Scotophilus viridis","Diptera","eats","","",""
"4990","FentonEtal1985-o4","Scotophilus viridis","Hymenoptera","eats","","",""
"4991","FentonEtal1985-o5","Scotophilus viridis","Hemiptera","eats","","",""
"4992","FentonEtal1985-o6","Scotophilus viridis","Lepidoptera","eats","","",""
"4993","FentonEtal1993-a1","Noctilio albiventris","","roost in","","","tree"
"4994","FentonEtal1993-a10","Scotophilus borbonicus","","roost in","","","tree"
"4995","FentonEtal1993-a11","Eptesicus fuscus","","roost in","","","tree"
"4996","FentonEtal1993-a12","Rhinolophus hildebrandti","baobab","roost in","","","tree"
"4997","FentonEtal1993-a13","Thyroptera tricolor","Heliconia","roost in","","","foliage"
"4998","FentonEtal1993-a14","Thyroptera tricolor","","roost in","","","tree"
"4999","FentonEtal1993-a15","Thyroptera tricolor","","roost in","","","foliage"
"5000","FentonEtal1993-a2","Noctilio albiventris","","roost in","","","anthropogenic"
"5001","FentonEtal1993-a3","Noctilio albiventris","Aldizia coribacaea","roost in","Central America","Costa Rica","tree"
"5002","FentonEtal1993-a4","Noctilio albiventris","","roost in","Central America","Costa Rica","tree"
"5003","FentonEtal1993-a5","Noctilio albiventris","Terminalia catarpo","roost in","Central America","Costa Rica","tree"
"5004","FentonEtal1993-a6","Desmodus rotundus","Terminalia catarpo","roost in","Central America","Costa Rica","tree"
"5005","FentonEtal1993-a7","Noctilio albiventris","Aldizia coribacaea","roost in","Central America","Costa Rica","tree"
"5006","FentonEtal1993-a8","Eptesicus fuscus","","roost in","","","tree"
"5007","FentonEtal1993-a9","Desmodus rotundus","","roost in","","","tree"
"5008","FentonEtal1993-b1","Noctilio albiventris","Desmodus rotundus","co-roosts with","Central America","Costa Rica","tree"
"5009","FentonEtal1993-p1","Noctilio albiventris","mites","parasitized by","Central America","Costa Rica",""
"5010","FentonRautenbach1986-a1","Tadarida midas","","roost in","","","anthropogenic"
"5011","FentonRautenbach1986-a10","Scotophilus borbonicus ","Colophospermum mopane","roost in","","","tree"
"5012","FentonRautenbach1986-a11","Rhinolophus hildebrandti ","","roost in","","","cave"
"5013","FentonRautenbach1986-a12","Rhinolophus hildebrandti ","","roost in","","","nest"
"5014","FentonRautenbach1986-a13","Tadarida midas","","roost in","","","anthropogenic"
"5015","FentonRautenbach1986-a14","Tadarida midas","","roost in","","","tree"
"5016","FentonRautenbach1986-a2","Tadarida midas","","roost in","","","anthropogenic"
"5017","FentonRautenbach1986-a3","Scotophilus borbonicus ","Colophospermum mopane","roost in","","","tree"
"5018","FentonRautenbach1986-a4","Rhinolophus hildebrandti ","Adansonia digitata","roost in","","","tree"
"5019","FentonRautenbach1986-a5","Tadarida pumila","","roost in","","","anthropogenic"
"5020","FentonRautenbach1986-a6","Tadarida condylura ","","roost in","","","anthropogenic"
"5021","FentonRautenbach1986-a7","Nycteris grandis","","roost in","","","anthropogenic"
"5022","FentonRautenbach1986-a8","Nycteris grandis","","roost in","","","tree"
"5023","FentonRautenbach1986-a9","Scotophilus borbonicus ","Colophospermum mopane","roost in","","","tree"
"5024","FentonRautenbach1986-b1","Tadarida midas","Tadarida pumila","co-roosts with","","","anthropogenic"
"5025","FentonRautenbach1986-b2","Tadarida midas","Tadarida condylura ","co-roosts with","","","anthropogenic"
"5026","FentonRautenbach1986-b3","Tadarida pumila","Tadarida condylura ","co-roosts with","","","anthropogenic"
"5027","FentonRautenbach1986-o1","Rhinolophus hildebrandti ","beetles","preys on","","",""
"5028","FentonRautenbach1986-o2","Rhinolophus hildebrandti ","moths","preys on","","",""
"5029","FindleyWilson1974-a1","Thyroptera ","Heliconia","roost in","Central America","Panama","foliage"
"5030","FindleyWilson1974-a10","Myotis mystacinus","Musa","roost in","","","foliage"
"5031","FindleyWilson1974-a11","Myzopoda","Ravenala","roost in","","","foliage"
"5032","FindleyWilson1974-a2","Thyroptera ","Calathea","roost in","Central America","Panama","foliage"
"5033","FindleyWilson1974-a3","Thyroptera ","Heliconia imbricata","roost in","Central America","Panama","foliage"
"5034","FindleyWilson1974-a4","Thyroptera ","Heliconia rostrata ","roost in","Central America","Panama","foliage"
"5035","FindleyWilson1974-a5","Thyroptera ","Heliconia latispatha","roost in","Central America","Panama","foliage"
"5036","FindleyWilson1974-a6","Thyroptera ","Calathea sp.","roost in","Central America","Panama","foliage"
"5037","FindleyWilson1974-a7","Myotis bocagei","Musa","roost in","","","foliage"
"5038","FindleyWilson1974-a8","Pipistrellus nanus","Musa","roost in","","","foliage"
"5039","FindleyWilson1974-a9","Myotis bocagei","water arum","roost in","","","foliage"
"5040","FitchEtal1981-a1","Myotis velifer","","roost in","North America","United States","cave"
"5041","FitchEtal1981-a10","Myotis velifer","","roost in","North America","United States","cave"
"5042","FitchEtal1981-a11","Myotis velifer","","roost in","North America","United States","anthropogenic"
"5043","FitchEtal1981-a12","Myotis velifer","","roost in","North America","United States","cave"
"5044","FitchEtal1981-a13","Myotis velifer","","roost in","North America","United States","anthropogenic"
"5045","FitchEtal1981-a14","Myotis velifer","","roost in","North America","United States","anthropogenic"
"5046","FitchEtal1981-a15","Myotis velifer","","roost in","Central America","Mexico","cave"
"5047","FitchEtal1981-a16","Myotis velifer","","roost in","","","cave"
"5048","FitchEtal1981-a2","Myotis velifer","","roost in","North America","United States","anthropogenic"
"5049","FitchEtal1981-a3","Myotis velifer","","roost in","North America","United States","anthropogenic"
"5050","FitchEtal1981-a4","Myotis velifer","","roost in","","","cave"
"5051","FitchEtal1981-a5","Myotis velifer","","roost in","Central America","Mexico","cave"
"5052","FitchEtal1981-a6","Myotis velifer","","roost in","North America","United States","cave"
"5053","FitchEtal1981-a7","Myotis velifer","","roost in","","","anthropogenic"
"5054","FitchEtal1981-a8","Myotis velifer","","roost in","","","cave"
"5055","FitchEtal1981-a9","Myotis velifer","","roost in","","",""
"5056","FitchEtal1981-b1","Myotis velifer","Tadarida brasiliensis","co-roosts with","","",""
"5057","FitchEtal1981-b2","Myotis velifer","Tadarida brasiliensis","co-roosts with","","",""
"5058","FitchEtal1981-b3","Myotis velifer","Tadarida brasiliensis","co-roosts with","","",""
"5059","FitchEtal1981-b4","Myotis velifer","Myotis yumanensis ","co-roosts with","","",""
"5060","FitchEtal1981-b5","Myotis velifer","Myotis yumanensis ","co-roosts with","","",""
"5061","FitchEtal1981-b6","Myotis velifer","Myotis yumanensis ","co-roosts with","","",""
"5062","FitchEtal1981-o1","Myotis velifer","Lepidoptera","preys on","North America","United States",""
"5063","FitchEtal1981-o10","Myotis velifer","Tyto alba","preyed upon by","Central America","Mexico",""
"5064","FitchEtal1981-o2","Myotis velifer","Lepidoptera","preys on","North America","United States",""
"5065","FitchEtal1981-o3","Myotis velifer","Coleoptera","preys on","North America","United States",""
"5066","FitchEtal1981-o4","Myotis velifer","Buteo lagopus","preyed upon by","North America","United States",""
"5067","FitchEtal1981-o5","Myotis velifer","Falco sparverius","preyed upon by","North America","United States",""
"5068","FitchEtal1981-o6","Myotis velifer","Procyon lotor","preyed upon by","North America","United States",""
"5069","FitchEtal1981-o7","Myotis velifer","Elaphe guttata","preyed upon by","North America","United States",""
"5070","FitchEtal1981-o8","Myotis velifer","Neotoma micropus","preyed upon by","","",""
"5071","FitchEtal1981-o9","Myotis velifer","Trimorphodon vandenburghi","preyed upon by","","",""
"5072","FitchEtal1981-p1","Myotis velifer","Trombicula myotis","parasitized by","","",""
"5073","FitchEtal1981-p10","Myotis velifer","Spinturnix carloshoffmani","parasitized by","","",""
"5074","FitchEtal1981-p11","Myotis velifer","Spinturnix banksi","parasitized by","","",""
"5075","FitchEtal1981-p12","Myotis velifer","Paraspinturnix globosus","parasitized by","","",""
"5076","FitchEtal1981-p13","Myotis velifer","Sarcoptes myotis","parasitized by","","",""
"5077","FitchEtal1981-p14","Myotis velifer","Ichoronyssus crosbyi","parasitized by","","",""
"5078","FitchEtal1981-p15","Myotis velifer","Ichoronyssus longisetosus ","parasitized by","","",""
"5079","FitchEtal1981-p16","Myotis velifer","Macronyssus crosbyi","parasitized by","","",""
"5080","FitchEtal1981-p17","Myotis velifer","Macronyssus unidens ","parasitized by","","",""
"5081","FitchEtal1981-p18","Myotis velifer","Ornithonyssus sylviarum","parasitized by","","",""
"5082","FitchEtal1981-p19","Myotis velifer","Dermanyssus gallinae","parasitized by","","",""
"5083","FitchEtal1981-p2","Myotis velifer","Trombicula mexicana ","parasitized by","","",""
"5084","FitchEtal1981-p20","Myotis velifer","Ornithodoros sp.","parasitized by","","",""
"5085","FitchEtal1981-p21","Myotis velifer","Nycteriglyphus sp.","parasitized by","","",""
"5086","FitchEtal1981-p22","Myotis velifer","Olabidocarpus sp.","parasitized by","","",""
"5087","FitchEtal1981-p23","Myotis velifer","Cimex pilosellus","parasitized by","","",""
"5088","FitchEtal1981-p24","Myotis velifer","Afyodopsylla collinsi ","parasitized by","","",""
"5089","FitchEtal1981-p25","Myotis velifer","Afyodopsylla collinsi ","parasitized by","","",""
"5090","FitchEtal1981-p26","Myotis velifer","Afyodopsylla collinsi ","parasitized by","","",""
"5091","FitchEtal1981-p27","Myotis velifer","Afyodopsylla collinsi ","parasitized by","","",""
"5092","FitchEtal1981-p28","Myotis velifer","Trichobius corynorhini","parasitized by","","",""
"5093","FitchEtal1981-p29","Myotis velifer","Trichobius major ","parasitized by","","",""
"5094","FitchEtal1981-p3","Myotis velifer","Trombicula fuchi","parasitized by","","",""
"5095","FitchEtal1981-p30","Myotis velifer","Trichobius major ","parasitized by","","",""
"5096","FitchEtal1981-p31","Myotis velifer","Trichobius major ","parasitized by","","",""
"5097","FitchEtal1981-p32","Myotis velifer","Trichuroides myoti","parasitized by","","",""
"5098","FitchEtal1981-p33","Myotis velifer","Parallintoshius parallintoshius","parasitized by","","",""
"5099","FitchEtal1981-p34","Myotis velifer","Ascarops strongylina","parasitized by","","",""
"5100","FitchEtal1981-p35","Myotis velifer","Allintoshius travassosi","parasitized by","","",""
"5101","FitchEtal1981-p36","Myotis velifer","Allintoshius nycticeius","parasitized by","","",""
"5102","FitchEtal1981-p37","Myotis velifer","Allassogonoporus marginalis","parasitized by","","",""
"5103","FitchEtal1981-p38","Myotis velifer","Dicrocoelium rileyi","parasitized by","","",""
"5104","FitchEtal1981-p39","Myotis velifer","Vampirolepis gertschi","parasitized by","","",""
"5105","FitchEtal1981-p4","Myotis velifer","Trombicula cynos","parasitized by","","",""
"5106","FitchEtal1981-p40","Myotis velifer","rabies","parasitized by","","",""
"5107","FitchEtal1981-p41","Myotis velifer","rabies","parasitized by","","",""
"5108","FitchEtal1981-p5","Myotis velifer","Trombicula alfreddugesi","parasitized by","","",""
"5109","FitchEtal1981-p6","Myotis velifer","Walchia senase","parasitized by","","",""
"5110","FitchEtal1981-p7","Myotis velifer","Euschongastia jonesi","parasitized by","","",""
"5111","FitchEtal1981-p8","Myotis velifer","Spinturnix carloshoffmani","parasitized by","","",""
"5112","FitchEtal1981-p9","Myotis velifer","Spinturnix carloshoffmani","parasitized by","","",""
"5113","FitchShump1979-a1","Myotis keenii","","roost in","North America","United States","tree"
"5114","FitchShump1979-a2","Myotis keenii","","roost in","North America","United States","anthropogenic"
"5115","FitchShump1979-a3","Myotis keenii","","roost in","North America","United States","agricultural ecosystem"
"5116","FitchShump1979-a4","Myotis lucifugus","","roost in","North America","United States","agricultural ecosystem"
"5117","FitchShump1979-a5","Myotis lucifugus","","roost in","","","anthropogenic"
"5118","FitchShump1979-a6","Myotis lucifugus","","roost in","","","tree"
"5119","FitchShump1979-a7","Myotis lucifugus","","roost in","","","anthropogenic"
"5120","FitchShump1979-a8","Myotis lucifugus","","roost in","","","anthropogenic"
"5121","FitchShump1979-b1","Myotis keenii","Myotis lucifugus","co-roosts with","North America","United States","agricultural ecosystem"
"5122","FitchShump1979-b2","Myotis keenii","Myotis lucifugus","co-roosts with","","",""
"5123","FitchShump1979-b3","Myotis keenii","Eptesicus fuscus","co-roosts with","","",""
"5124","FitchShump1979-b4","Myotis keenii","Myotis leibii","co-roosts with","","",""
"5125","FitchShump1979-b5","Myotis keenii","Pipistrellus subflavus","co-roosts with","","",""
"5126","FitchShump1979-p1","Myotis keenii","Leptotrombidium myotis","parasitized by","","",""
"5127","FitchShump1979-p2","Myotis keenii","intestinal trematodes","parasitized by","","",""
"5128","FlemingEtal1998-a1","Leptonycteris curasoae","","roost in","North America","United States","anthropogenic"
"5129","FlemingEtal1998-a10","Pteronotus sp.","","roost in","South America","Venezuela","cave"
"5130","FlemingEtal1998-a11","Natalus straminius","","roost in","South America","Venezuela","cave"
"5131","FlemingEtal1998-a2","Leptonycteris curasoae","","roost in","Central America","Mexico","cave"
"5132","FlemingEtal1998-a3","Tadarida brasiliensis","","roost in","Central America","Mexico","cave"
"5133","FlemingEtal1998-a4","Mormoops megalophylla","","roost in","Central America","Mexico","cave"
"5134","FlemingEtal1998-a5","Pteronotus sp.","","roost in","Central America","Mexico","cave"
"5135","FlemingEtal1998-a6","Natalus straminius","","roost in","Central America","Mexico","cave"
"5136","FlemingEtal1998-a7","Leptonycteris curasoae","","roost in","South America","Venezuela","cave"
"5137","FlemingEtal1998-a8","Tadarida brasiliensis","","roost in","South America","Venezuela","cave"
"5138","FlemingEtal1998-a9","Mormoops megalophylla","","roost in","South America","Venezuela","cave"
"5139","FlemingEtal1998-b1","Leptonycteris curasoae","Tadarida brasiliensis","co-roosts with","Central America","Mexico","cave"
"5140","FlemingEtal1998-b10","Desmodus rotundus","Phyllostomus hastatus","co-roosts with","","",""
"5141","FlemingEtal1998-b2","Leptonycteris curasoae","Mormoops megalophylla","co-roosts with","Central America","Mexico","cave"
"5142","FlemingEtal1998-b3","Leptonycteris curasoae","Pteronotus sp.","co-roosts with","Central America","Mexico","cave"
"5143","FlemingEtal1998-b4","Leptonycteris curasoae","Natalus straminius","co-roosts with","Central America","Mexico","cave"
"5144","FlemingEtal1998-b5","Leptonycteris curasoae","Tadarida brasiliensis","co-roosts with","South America","Venezuela","cave"
"5145","FlemingEtal1998-b6","Leptonycteris curasoae","Mormoops megalophylla","co-roosts with","South America","Venezuela","cave"
"5146","FlemingEtal1998-b7","Leptonycteris curasoae","Pteronotus sp.","co-roosts with","South America","Venezuela","cave"
"5147","FlemingEtal1998-b8","Leptonycteris curasoae","Natalus straminius","co-roosts with","South America","Venezuela","cave"
"5148","FlemingEtal1998-b9","Desmodus rotundus","Phyllostomus hastatus","co-roosts with","","",""
"5149","Folk1940-a1","Myotis lucifugus","","roost in","North America","United States","cave"
"5150","Folk1940-a10","Myotis sodalis","","roost in","North America","United States","cave"
"5151","Folk1940-a11","Myotis lucifugus","","roost in","North America","United States","cave"
"5152","Folk1940-a12","Pipistrellus subflavus","","roost in","North America","United States","cave"
"5153","Folk1940-a2","Myotis keenii","","roost in","North America","United States","cave"
"5154","Folk1940-a3","Myotis sodalis","","roost in","North America","United States","cave"
"5155","Folk1940-a4","Pipistrellus subflavus","","roost in","North America","United States","cave"
"5156","Folk1940-a5","Pipistretlus subflavus","","roost in","North America","United States","cave"
"5157","Folk1940-a6","Myotis lucifugus","","roost in","North America","United States","cave"
"5158","Folk1940-a7","Pipistrellus","","roost in","North America","United States","cave"
"5159","Folk1940-a8","Myotis lucifugus","","roost in","North America","United States","cave"
"5160","Folk1940-a9","Myotis lucifugus","","roost in","North America","United States","cave"
"5161","Folk1940-b1","Myotis lucifugus","Myotis keenii","co-roosts with","North America","United States","cave"
"5162","Folk1940-b2","Myotis lucifugus","Myotis sodalis","co-roosts with","North America","United States","cave"
"5163","Folk1940-b3","Myotis lucifugus","Pipistrellus subflavus","co-roosts with","North America","United States","cave"
"5164","Folk1940-b4","Myotis keenii","Myotis sodalis","co-roosts with","North America","United States","cave"
"5165","Folk1940-b5","Myotis keenii","Pipistrellus subflavus","co-roosts with","North America","United States","cave"
"5166","Folk1940-b6","Myotis sodalis","Pipistrellus subflavus","co-roosts with","North America","United States","cave"
"5167","Foster1992-a1","Vampyressa nymphaea ","Pentagonia donnell-smithii","roost in","","","foliage"
"5168","Foster1992-a10","Artibeus glaucus","","roost in","","","foliage"
"5169","Foster1992-a11","Artibeus gnomus","","roost in","","","foliage"
"5170","Foster1992-a12","Artibeus cinereus ","","roost in","","","foliage"
"5171","Foster1992-a13","Artibeus jamaicensis","","roost in","","","foliage"
"5172","Foster1992-a2","Vampyressa pusilla","Philodendron","roost in","","","foliage"
"5173","Foster1992-a3","Vampyressa macconnelli","Geonoma sp.","roost in","","","foliage"
"5174","Foster1992-a4","Vampyressa macconnelli","Anthurium sp.","roost in","","","foliage"
"5175","Foster1992-a5","Vampyressa macconnelli","Astrocaryum macrocalyx","roost in","","","foliage"
"5176","Foster1992-a6","Vampyressa macconnelli","Anthurium huegelli","roost in","","","foliage"
"5177","Foster1992-a7","Uroderma bilobatum","","roost in","","","foliage"
"5178","Foster1992-a8","Uroderma magnirostrum ","","roost in","","","foliage"
"5179","Foster1992-a9","Artibeus andersoni","","roost in","","","foliage"
"5180","FosterKurta1999-a1","Myotis septentrionalis","","roost in","","","cave"
"5181","FosterKurta1999-a10","Myotis septentrionalis","green ash","roost in","North America","United States","tree"
"5182","FosterKurta1999-a11","Myotis septentrionalis","green ash","roost in","North America","United States","tree"
"5183","FosterKurta1999-a12","Myotis septentrionalis","maples","roost in","North America","United States","tree"
"5184","FosterKurta1999-a13","Myotis septentrionalis","green ash","roost in","North America","United States","tree"
"5185","FosterKurta1999-a14","Myotis sodalis","green ash","roost in","North America","United States","tree"
"5186","FosterKurta1999-a15","Myotis septentrionalis","maple","roost in","","","agricultural ecosystem"
"5187","FosterKurta1999-a16","Macrophyllum macrophyllum","","roost in","","","tree"
"5188","FosterKurta1999-a17","Myotis septentrionalis","","roost in","North America","United States","tree"
"5189","FosterKurta1999-a18","Myotis septentrionalis","American elm","roost in","North America","United States","tree"
